<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;241212;120000;114.75;114.9;114.26;114.5;3469980
GAZP;60;241212;130000;114.5;114.78;114.27;114.57;2370620
GAZP;60;241212;140000;114.54;114.63;114.13;114.13;2173480
GAZP;60;241212;150000;114.15;114.37;113.9;114.2;5013460
GAZP;60;241212;160000;114.2;114.2;113.58;113.64;3226900
GAZP;60;241212;170000;113.64;113.93;113.2;113.43;6079150
GAZP;60;241212;180000;113.43;113.63;113.18;113.4;3103110
GAZP;60;241212;190000;113.47;113.75;113.21;113.66;2097360
GAZP;60;241212;200000;113.65;113.74;113.41;113.45;624890
GAZP;60;241212;210000;113.45;113.58;113.34;113.53;707550
GAZP;60;241212;220000;113.53;113.53;113;113.18;2586270
GAZP;60;241212;230000;113.19;113.35;113.01;113.1;1148330
GAZP;60;241213;100000;113.01;114.2;112.46;113.17;9414060
GAZP;60;241213;110000;113.19;113.48;112.6;112.72;4207860
GAZP;60;241213;120000;112.72;113;112.55;112.61;4168400
GAZP;60;241213;130000;112.61;113.37;112.55;113.19;3006390
GAZP;60;241213;140000;113.19;113.33;112.72;112.83;1216240
GAZP;60;241213;150000;112.83;113;112.7;113;2868890
GAZP;60;241213;160000;113;113;112.74;112.86;1861630
GAZP;60;241213;170000;112.86;113;112.6;112.93;1564850
GAZP;60;241213;180000;112.93;113.25;112.75;113.14;1929790
GAZP;60;241213;190000;113.17;113.19;112.89;113.11;999720
GAZP;60;241213;200000;113.12;113.21;113;113.02;595320
GAZP;60;241213;210000;113.01;113.05;112.81;112.91;1137920
GAZP;60;241213;220000;112.91;113.01;112.85;112.93;757990
GAZP;60;241213;230000;112.93;113;112.86;112.86;539440
GAZP;60;241216;100000;112.68;112.8;112.05;112.29;7413380
GAZP;60;241216;110000;112.28;112.28;111.39;111.76;6035620
GAZP;60;241216;120000;111.77;111.87;110.82;110.96;5948630
GAZP;60;241216;130000;110.95;111.2;110.41;110.69;5921060
GAZP;60;241216;140000;110.68;110.95;110.1;110.75;5179220
GAZP;60;241216;150000;110.75;111.07;110.15;110.31;3609980
GAZP;60;241216;160000;110.32;110.82;110.21;110.26;4065020
GAZP;60;241216;170000;110.26;110.56;109.6;109.77;5934500
GAZP;60;241216;180000;109.78;109.91;108.73;108.96;10862980
GAZP;60;241216;190000;109.05;109.08;108.11;108.21;7368640
GAZP;60;241216;200000;108.21;110.29;108.18;109.56;8969150
GAZP;60;241216;210000;109.55;109.82;108.96;109.12;2148690
GAZP;60;241216;220000;109.12;109.18;108.5;108.85;2868360
GAZP;60;241216;230000;108.86;108.98;108.55;108.71;1756120
GAZP;60;241217;100000;108.75;109.47;108.39;109.12;7490490
GAZP;60;241217;110000;109.12;109.13;108.57;108.68;3234090
GAZP;60;241217;120000;108.68;109.12;108.58;108.78;4695720
GAZP;60;241217;130000;108.78;108.95;108.6;108.61;2350020
GAZP;60;241217;140000;108.63;108.74;106.75;107.01;12747990
GAZP;60;241217;150000;107.01;107.48;106.8;107.17;6268680
GAZP;60;241217;160000;107.17;107.27;106.1;106.65;8497450
GAZP;60;241217;170000;106.64;107.89;106.36;107.35;7757550
GAZP;60;241217;180000;107.35;107.76;106.6;106.6;5293030
GAZP;60;241217;190000;106.75;107.46;106.56;107.34;3159190
GAZP;60;241217;200000;107.34;107.67;107.05;107.47;2290610
GAZP;60;241217;210000;107.46;107.48;107.01;107.09;1359860
GAZP;60;241217;220000;107.08;107.23;106.83;107.1;1374380
GAZP;60;241217;230000;107.09;107.29;107.01;107.26;1095480
GAZP;60;241218;100000;107.45;107.89;106.6;106.72;8868160
GAZP;60;241218;110000;106.72;106.75;105.7;106.27;10970610
GAZP;60;241218;120000;106.27;106.53;105.77;106.2;7189220
GAZP;60;241218;130000;106.2;106.2;105.22;105.73;6794310
GAZP;60;241218;140000;105.73;106.2;105.41;106.1;4606300
GAZP;60;241218;150000;106.1;106.36;105.53;105.72;5788330
GAZP;60;241218;160000;105.72;105.85;105.45;105.65;3638890
GAZP;60;241218;170000;105.62;106.14;105.55;106.12;4649750
GAZP;60;241218;180000;106.12;106.7;105.84;106.66;6022510
